id,target,sdg,text,tokenized
T146G16,"By 2030, provide legal identity for all, including birth registration.","Peace, Justice and Strong Institutions",peace justice and strong institutions by  provide legal identity for all including birth registration,"[('peace', 'NN'), ('justice', 'NN'), ('strong', 'JJ'), ('provide', 'JJ'), ('legal', 'JJ'), ('identity', 'NN'), ('birth', 'NN'), ('registration', 'NN')]"
T147G16,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements.","Peace, Justice and Strong Institutions",peace justice and strong institutions ensure public access to information and protect fundamental freedoms in accordance with national legislation and international agreements,"[('peace', 'NN'), ('justice', 'NN'), ('strong', 'JJ'), ('public', 'JJ'), ('access', 'NN'), ('information', 'NN'), ('protect', 'NN'), ('fundamental', 'JJ'), ('accordance', 'NN'), ('national', 'JJ'), ('legislation', 'NN'), ('international', 'JJ')]"
T148G16,"Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime.","Peace, Justice and Strong Institutions",peace justice and strong institutions strengthen relevant national institutions including through international cooperation for building capacity at all levels in particular in developing countries to prevent violence and combat terrorism and crime,"[('peace', 'NN'), ('justice', 'NN'), ('strong', 'JJ'), ('strengthen', 'VBP'), ('relevant', 'JJ'), ('national', 'JJ'), ('international', 'JJ'), ('cooperation', 'NN'), ('building', 'NN'), ('capacity', 'NN'), ('particular', 'JJ'), ('violence', 'NN'), ('combat', 'NN'), ('terrorism', 'NN'), ('crime', 'NN')]"
T149G16,Promote and enforce non-discriminatory laws and policies for sustainable development.,"Peace, Justice and Strong Institutions",peace justice and strong institutions promote and enforce nondiscriminatory laws and policies for sustainable development,"[('peace', 'NN'), ('justice', 'NN'), ('strong', 'JJ'), ('promote', 'VBP'), ('enforce', 'VBP'), ('nondiscriminatory', 'JJ'), ('sustainable', 'JJ'), ('development', 'NN')]"
T150G17,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",Partnerships for the Goals,partnerships for the goals strengthen domestic resource mobilization including through international support to developing countries to improve domestic capacity for tax and other revenue collection,"[('strengthen', 'VBP'), ('domestic', 'JJ'), ('resource', 'NN'), ('mobilization', 'NN'), ('international', 'JJ'), ('support', 'NN'), ('domestic', 'JJ'), ('capacity', 'NN'), ('tax', 'NN'), ('other', 'JJ'), ('revenue', 'NN'), ('collection', 'NN')]"
T151G17,Mobilize additional financial resources for developing countries from multiple sources,Partnerships for the Goals,partnerships for the goals mobilize additional financial resources for developing countries from multiple sources,"[('mobilize', 'VBP'), ('additional', 'JJ'), ('financial', 'JJ'), ('multiple', 'JJ')]"
T152G17,"Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress",Partnerships for the Goals,partnerships for the goals assist developing countries in attaining longterm debt sustainability through coordinated policies aimed at fostering debt financing debt relief and debt restructuring as appropriate and address the external debt of highly indebted poor countries to reduce debt distress,"[('assist', 'VBP'), ('longterm', 'JJ'), ('debt', 'NN'), ('sustainability', 'NN'), ('coordinated', 'JJ'), ('debt', 'NN'), ('debt', 'NN'), ('relief', 'NN'), ('debt', 'NN'), ('restructuring', 'NN'), ('appropriate', 'JJ'), ('external', 'JJ'), ('debt', 'NN'), ('indebted', 'JJ'), ('poor', 'JJ'), ('debt', 'NN'), ('distress', 'NN')]"
T153G17,Adopt and implement investment promotion regimes for least developed countries,Partnerships for the Goals,partnerships for the goals adopt and implement investment promotion regimes for least developed countries,"[('adopt', 'VBP'), ('implement', 'JJ'), ('investment', 'NN'), ('promotion', 'NN'), ('developed', 'JJ')]"
T154G17,"Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism",Partnerships for the Goals,partnerships for the goals enhance northsouth southsouth and triangular regional and international cooperation on and access to science technology and innovation and enhance knowledge sharing on mutually agreed terms including through improved coordination among existing mechanisms in particular at the united nations level and through a global technology facilitation mechanism,"[('enhance', 'VBP'), ('northsouth', 'JJ'), ('southsouth', 'NN'), ('triangular', 'JJ'), ('regional', 'JJ'), ('international', 'JJ'), ('cooperation', 'NN'), ('access', 'NN'), ('technology', 'NN'), ('innovation', 'NN'), ('enhance', 'NN'), ('knowledge', 'NN'), ('coordination', 'NN'), ('particular', 'JJ'), ('united', 'JJ'), ('level', 'NN'), ('global', 'JJ'), ('technology', 'NN'), ('facilitation', 'NN'), ('mechanism', 'NN')]"
T155G17,"Promote the development, transfer, dissemination and diffusion of environmentally sound technologies to developing countries on favourable terms, including on concessional and preferential terms, as mutually agreed",Partnerships for the Goals,partnerships for the goals promote the development transfer dissemination and diffusion of environmentally sound technologies to developing countries on favourable terms including on concessional and preferential terms as mutually agreed,"[('promote', 'VBP'), ('development', 'NN'), ('transfer', 'NN'), ('dissemination', 'NN'), ('diffusion', 'NN'), ('sound', 'JJ'), ('favourable', 'JJ'), ('concessional', 'JJ'), ('preferential', 'JJ')]"
T156G17,"Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology",Partnerships for the Goals,partnerships for the goals fully operationalize the technology bank and science technology and innovation capacitybuilding mechanism for least developed countries by  and enhance the use of enabling technology in particular information and communications technology,"[('operationalize', 'VBP'), ('technology', 'NN'), ('bank', 'NN'), ('science', 'NN'), ('technology', 'NN'), ('innovation', 'NN'), ('capacitybuilding', 'NN'), ('mechanism', 'NN'), ('developed', 'JJ'), ('use', 'NN'), ('technology', 'NN'), ('particular', 'JJ'), ('information', 'NN'), ('technology', 'NN')]"
T157G17,"Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the sustainable development goals, including through North-South, South-South and triangular cooperation",Partnerships for the Goals,partnerships for the goals enhance international support for implementing effective and targeted capacitybuilding in developing countries to support national plans to implement all the sustainable development goals including through northsouth southsouth and triangular cooperation,"[('enhance', 'VBP'), ('international', 'JJ'), ('support', 'NN'), ('effective', 'JJ'), ('national', 'JJ'), ('sustainable', 'JJ'), ('development', 'NN'), ('northsouth', 'JJ'), ('southsouth', 'NN'), ('triangular', 'JJ'), ('cooperation', 'NN')]"
T158G17,"Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda",Partnerships for the Goals,partnerships for the goals promote a universal rulesbased open nondiscriminatory and equitable multilateral trading system under the world trade organization including through the conclusion of negotiations under its doha development agenda,"[('promote', 'VBP'), ('universal', 'NN'), ('open', 'JJ'), ('nondiscriminatory', 'NN'), ('equitable', 'JJ'), ('multilateral', 'JJ'), ('trading', 'NN'), ('system', 'NN'), ('world', 'NN'), ('trade', 'NN'), ('organization', 'NN'), ('conclusion', 'NN'), ('doha', 'NN'), ('development', 'NN'), ('agenda', 'NN')]"
T159G17,"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries’ share of global exports by 2020",Partnerships for the Goals,partnerships for the goals significantly increase the exports of developing countries in particular with a view to doubling the least developed countries’ share of global exports by ,"[('particular', 'JJ'), ('view', 'NN'), ('developed', 'JJ'), ('’', 'VBP'), ('share', 'NN'), ('global', 'JJ')]"
T160G17,"Realize timely implementation of duty-free and quota-free market access on a lasting basis for all least developed countries, consistent with World Trade Organization decisions, including by ensuring that preferential rules of origin applicable to imports from least developed countries are transparent and simple, and contribute to facilitating market access",Partnerships for the Goals,partnerships for the goals realize timely implementation of dutyfree and quotafree market access on a lasting basis for all least developed countries consistent with world trade organization decisions including by ensuring that preferential rules of origin applicable to imports from least developed countries are transparent and simple and contribute to facilitating market access,"[('realize', 'VBP'), ('timely', 'JJ'), ('implementation', 'NN'), ('dutyfree', 'NN'), ('quotafree', 'JJ'), ('market', 'NN'), ('access', 'NN'), ('lasting', 'JJ'), ('basis', 'NN'), ('developed', 'JJ'), ('consistent', 'VBP'), ('world', 'NN'), ('trade', 'NN'), ('organization', 'NN'), ('preferential', 'JJ'), ('origin', 'NN'), ('applicable', 'JJ'), ('developed', 'JJ'), ('are', 'VBP'), ('transparent', 'JJ'), ('simple', 'JJ'), ('contribute', 'JJ'), ('market', 'NN'), ('access', 'NN')]"
T161G17,"Enhance global macroeconomic stability, including through policy coordination and policy coherence",Partnerships for the Goals,partnerships for the goals enhance global macroeconomic stability including through policy coordination and policy coherence,"[('enhance', 'NN'), ('global', 'JJ'), ('macroeconomic', 'JJ'), ('stability', 'NN'), ('policy', 'NN'), ('coordination', 'NN'), ('policy', 'NN'), ('coherence', 'NN')]"
T162G17,Enhance policy coherence for sustainable development,Partnerships for the Goals,partnerships for the goals enhance policy coherence for sustainable development,"[('enhance', 'NN'), ('policy', 'NN'), ('coherence', 'NN'), ('sustainable', 'JJ'), ('development', 'NN')]"
T163G17,Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development,Partnerships for the Goals,partnerships for the goals respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development,"[('respect', 'VBP'), ('country', 'NN'), ('s', 'JJ'), ('policy', 'NN'), ('space', 'NN'), ('leadership', 'NN'), ('poverty', 'NN'), ('eradication', 'NN'), ('sustainable', 'JJ'), ('development', 'NN')]"
T164G17,"Enhance the global partnership for sustainable development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the sustainable development goals in all countries, in particular developing countries",Partnerships for the Goals,partnerships for the goals enhance the global partnership for sustainable development complemented by multistakeholder partnerships that mobilize and share knowledge expertise technology and financial resources to support the achievement of the sustainable development goals in all countries in particular developing countries,"[('enhance', 'VBP'), ('global', 'JJ'), ('partnership', 'NN'), ('sustainable', 'JJ'), ('development', 'NN'), ('multistakeholder', 'NN'), ('mobilize', 'VBP'), ('share', 'NN'), ('knowledge', 'VBP'), ('expertise', 'NN'), ('technology', 'NN'), ('financial', 'JJ'), ('achievement', 'NN'), ('sustainable', 'JJ'), ('development', 'NN'), ('particular', 'JJ')]"
T165G17,"Encourage and promote effective public, public-private and civil society partnerships, building on the experience and resourcing strategies of partnerships",Partnerships for the Goals,partnerships for the goals encourage and promote effective public publicprivate and civil society partnerships building on the experience and resourcing strategies of partnerships,"[('encourage', 'NN'), ('effective', 'JJ'), ('public', 'JJ'), ('publicprivate', 'NN'), ('civil', 'JJ'), ('society', 'NN'), ('experience', 'NN')]"
T166G17,"By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts",Partnerships for the Goals,partnerships for the goals by  enhance capacitybuilding support to developing countries including for least developed countries and small island developing states to increase significantly the availability of highquality timely and reliable data disaggregated by income gender age race ethnicity migratory status disability geographic location and other characteristics relevant in national contexts,"[('enhance', 'NN'), ('support', 'NN'), ('developed', 'JJ'), ('small', 'JJ'), ('island', 'NN'), ('availability', 'NN'), ('highquality', 'NN'), ('reliable', 'JJ'), ('income', 'NN'), ('gender', 'NN'), ('age', 'NN'), ('race', 'NN'), ('ethnicity', 'NN'), ('migratory', 'NN'), ('status', 'NN'), ('disability', 'NN'), ('geographic', 'JJ'), ('location', 'NN'), ('other', 'JJ'), ('relevant', 'VBP'), ('national', 'JJ'), ('contexts', 'NN')]"
T167G17,"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",Partnerships for the Goals,partnerships for the goals by  build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product and support statistical capacitybuilding in developing countries,"[('build', 'NN'), ('progress', 'NN'), ('sustainable', 'JJ'), ('development', 'NN'), ('complement', 'NN'), ('gross', 'JJ'), ('domestic', 'JJ'), ('product', 'NN'), ('statistical', 'JJ'), ('capacitybuilding', 'NN')]"
